117,1142016-03113,1,41116,5311100,39.16,-86.53,7,110,228.40,0.08,221,27.48,328.22,NNW
118,1142016-03139,1,41116,5313700,39.16,-86.53,7,110,228.40,0.12,316,26.68,327.14,NNW
119,1142016-0325,1,41116,5320300,39.16,-86.53,7,110,228.40,0.12,104,26.68,327.14,NNW
120,1142016-03231,1,41116,5322900,39.16,-86.53,7,110,228.40,0.13,224,27.67,326.85,NNW
121,1142016-03257,1,41116,5325500,39.16,-86.53,7,110,228.40,0.08,248,29.96,332.54,NNW
122,1142016-03323,1,41116,5332100,39.16,-86.53,7,110,228.40,0.14,223,29.73,335.13,NNW
123,1142016-03349,1,41116,5334700,39.16,-86.53,7,115,228.40,0.03,355,30.33,337.01,NNW
124,1142016-03415,1,41116,5341300,39.16,-86.53,7,110,228.30,0.09,231,30.78,338.69,NNW
125,1142016-03442,1,41116,5343900,39.16,-86.53,7,110,228.30,0.12,0,30.02,339.47,NNW
126,1142016-0358,1,41116,5350500,39.16,-86.53,7,111,228.40,0.14,53,28.85,337.19,NNW
127,1142016-03534,1,41116,5353100,39.16,-86.53,7,117,228.40,0.12,19,27.90,334.88,NNW
128,1142016-0360,1,41116,5355700,39.16,-86.53,7,111,228.60,0.11,69,25.82,329.37,NNW
129,1142016-03626,1,41116,5362400,39.17,-86.53,7,111,228.60,0.10,29,25.42,325.28,NW
130,1142016-03652,1,41116,5365000,39.17,-86.53,7,118,228.60,0.11,10,23.43,321.84,NW
131,1142016-03718,1,41116,5371600,39.17,-86.53,7,111,228.50,0.13,74,23.65,313.68,NW
132,1142016-03744,1,41116,5374200,39.17,-86.53,7,118,228.50,0.10,346,23.29,307.71,NW
133,1142016-03810,1,41116,5380800,39.17,-86.53,7,111,228.60,0.15,177,25.03,307.93,NW
134,1142016-03836,1,41116,5383400,39.17,-86.53,7,111,228.60,0.08,209,26.13,313.10,NW
135,1142016-0392,1,41116,5390000,39.17,-86.53,7,111,228.70,0.11,199,24.28,321.45,NW
136,1142016-03928,1,41116,5392600,39.17,-86.53,7,111,228.60,0.10,275,25.42,325.28,NW
137,1142016-03955,1,41116,5395200,39.16,-86.53,7,112,228.60,0.25,161,27.14,331.00,NNW
138,1142016-04021,1,41116,5401800,39.16,-86.53,7,112,228.60,0.03,42,26.98,329.19,NNW
139,1142016-04047,1,41116,5404400,39.17,-86.53,7,121,228.60,0.08,19,23.19,329.30,NNW
140,1142016-04113,1,41116,5411000,39.17,-86.53,7,122,228.60,0.09,355,21.79,325.00,NW
141,1142016-04139,1,41116,5413600,39.17,-86.53,7,112,228.60,0.10,80,20.85,316.03,NW
142,1142016-0425,1,41116,5420200,39.17,-86.53,7,112,228.60,0.16,192,22.83,318.48,NW
143,1142016-04231,1,41116,5422800,39.17,-86.53,7,112,228.60,0.10,135,23.40,319.71,NW
144,1142016-04257,1,41116,5425400,39.17,-86.53,7,112,228.60,0.11,235,22.33,323.90,NW
145,1142016-04323,1,41116,5432000,39.17,-86.53,7,113,228.60,0.13,190,21.90,327.27,NNW
146,1142016-04349,1,41116,5434600,39.17,-86.53,7,113,228.60,0.04,314,23.70,328.16,NNW
147,1142016-04415,1,41116,5441200,39.17,-86.53,7,113,228.50,0.13,191,22.04,329.51,NNW
148,1142016-04441,1,41116,5443800,39.17,-86.53,7,113,228.50,0.32,185,24.01,330.45,NNW
149,1142016-0457,1,41116,5450400,39.16,-86.53,7,113,228.60,0.07,14,25.50,330.64,NNW
150,1142016-04534,1,41116,5453100,39.17,-86.53,7,113,228.70,0.24,42,23.49,323.96,NW
151,1142016-0460,1,41116,5455700,39.17,-86.53,7,113,228.70,0.04,192,22.54,320.05,NW
152,1142016-04626,1,41116,5462300,39.17,-86.53,6,121,228.70,0.11,172,21.39,319.77,NW
153,1142016-04652,1,41116,5464900,39.17,-86.53,6,121,228.00,0.11,12,18.98,316.10,NW
154,1142016-04718,1,41116,5471500,39.17,-86.53,7,114,227.90,0.03,88,18.84,315.70,NW
155,1142016-04744,1,41116,5474100,39.17,-86.53,7,114,227.90,0.15,200,18.98,316.10,NW
156,1142016-04810,1,41116,5480700,39.17,-86.53,7,114,227.80,0.22,206,22.18,323.61,NW
157,1142016-04836,1,41116,5483300,39.17,-86.53,7,114,227.80,0.20,212,24.84,329.78,NNW
158,1142016-0492,1,41116,5485900,39.17,-86.53,7,114,227.80,0.07,46,24.05,326.83,NNW
159,1142016-04928,1,41116,5492500,39.17,-86.53,8,104,227.70,0.10,20,24.42,325.54,NW
160,1142016-04954,1,41116,5495100,39.17,-86.53,8,104,227.70,0.14,198,24.95,324.54,NW
161,1142016-05020,1,41116,5501700,39.16,-86.53,8,104,227.70,0.15,242,26.70,333.67,NNW
162,1142016-05046,1,41116,5504300,39.16,-86.53,8,104,227.80,0.14,182,28.24,335.21,NNW
163,1142016-05113,1,41116,5510900,39.16,-86.53,8,116,227.80,0.04,208,27.30,338.80,NNW
164,1142016-05139,1,41116,5513500,39.16,-86.53,7,114,227.80,0.09,195,23.81,338.95,NNW
165,1142016-0525,1,41116,5520100,39.17,-86.53,7,115,227.90,0.10,175,23.39,333.26,NNW
166,1142016-05231,1,41116,5522800,39.16,-86.53,8,104,227.90,0.07,208,25.46,338.79,NNW
167,1142016-05257,1,41116,5525400,39.17,-86.53,8,104,228.30,0.15,178,24.07,334.07,NNW
168,1142016-05323,1,41116,5532000,39.17,-86.53,8,104,229.60,0.08,175,23.53,331.62,NNW
169,1142016-05349,1,41116,5534600,39.16,-86.53,7,115,229.30,0.04,171,26.24,334.77,NNW
170,1142016-05415,1,41116,5541200,39.17,-86.53,8,104,228.60,0.10,33,25.17,328.49,NNW
171,1142016-05441,1,41116,5543800,39.17,-86.53,8,104,228.60,0.16,179,23.53,331.62,NNW
172,1142016-0557,1,41116,5550400,39.16,-86.53,7,116,228.40,0.07,211,26.98,329.19,NNW
173,1142016-05533,1,41116,5553000,39.16,-86.53,7,116,228.40,0.05,311,27.48,328.22,NNW
174,1142016-05559,1,41116,5555600,39.17,-86.53,7,116,227.70,0.23,305,18.80,325.94,NW
175,1142016-05625,1,41116,5562200,39.17,-86.53,8,104,227.50,0.09,112,18.56,322.95,NW
176,1142016-05652,1,41116,5564800,39.17,-86.53,7,116,227.10,0.08,174,20.27,321.92,NW
177,1142016-05718,1,41116,5571400,39.17,-86.53,8,104,226.40,0.22,266,19.82,320.90,NW
178,1142016-05744,1,41116,5574000,39.17,-86.53,7,117,226.40,0.04,157,20.33,324.37,NW
179,1142016-05810,1,41116,5580600,39.17,-86.53,7,117,226.40,0.16,153,21.18,323.82,NW
180,1142016-05836,1,41116,5583200,39.17,-86.53,8,104,226.10,0.13,102,25.29,321.36,NW
181,1142016-0592,1,41116,5585800,39.17,-86.53,8,104,226.10,0.13,195,26.42,319.65,NW
182,1142016-05928,1,41116,5592500,39.17,-86.53,8,104,226.20,0.09,198,26.44,321.53,NW
183,1142016-05954,1,41116,5595100,39.17,-86.53,8,104,226.20,0.10,190,27.59,321.69,NW
184,1142016-1020,1,41116,6001700,39.16,-86.53,9,87,226.20,0.12,163,29.26,324.23,NW
185,1142016-1046,1,41116,6004300,39.16,-86.53,9,87,226.10,0.06,35,29.98,326.73,NNW
186,1142016-1112,1,41116,6010900,39.16,-86.53,9,87,225.50,0.07,163,28.64,328.10,NNW
187,1142016-1139,1,41116,6013500,39.16,-86.53,8,102,225.10,0.09,245,25.50,330.64,NNW
188,1142016-125,1,41116,6020100,39.16,-86.53,9,87,225.10,0.16,166,25.50,330.64,NNW
189,1142016-1231,1,41116,6022700,39.16,-86.53,9,87,225.00,0.10,179,27.80,336.28,NNW
190,1142016-1257,1,41116,6025300,39.16,-86.53,9,87,225.00,0.09,215,26.83,332.23,NNW
191,1142016-1323,1,41116,6031900,39.16,-86.53,9,87,224.80,0.15,154,27.98,331.94,NNW
192,1142016-1349,1,41116,6034500,39.16,-86.53,9,87,225.10,0.31,322,26.19,333.12,NNW
193,1142016-1415,1,41116,6041100,39.16,-86.53,9,87,225.30,0.10,127,24.31,336.05,NNW
194,1142016-1441,1,41116,6043700,39.17,-86.53,9,87,225.40,0.08,194,19.80,334.40,NNW
195,1142016-157,1,41116,6050300,39.17,-86.53,9,87,225.30,0.12,187,21.05,330.00,NNW
196,1142016-1533,1,41116,6052900,39.17,-86.53,9,87,225.30,0.04,52,22.70,330.48,NNW
197,1142016-1559,1,41116,6055500,39.17,-86.53,9,87,225.20,0.06,103,23.69,330.00,NNW
198,1142016-1625,1,41116,6062100,39.17,-86.53,9,87,225.30,0.14,47,23.11,325.28,NW
199,1142016-1652,1,41116,6064800,39.17,-86.53,8,91,225.20,0.11,82,23.40,319.71,NW
200,1142016-1718,1,41116,6071400,39.17,-86.53,9,87,225.20,0.15,27,23.41,317.58,NW
201,1142016-1744,1,41116,6074000,39.17,-86.53,9,87,225.00,0.07,200,24.42,325.54,NW
202,1142016-1810,1,41116,6080600,39.17,-86.53,9,87,225.60,0.02,118,20.85,316.03,NW
203,1142016-1836,1,41116,6083200,39.17,-86.53,9,87,225.60,0.14,166,20.85,316.03,NW
204,1142016-192,1,41116,6085800,39.17,-86.53,9,87,225.70,0.13,134,22.83,318.48,NW
205,1142016-1928,1,41116,6092400,39.17,-86.53,9,87,225.80,0.08,196,22.97,318.80,NW
206,1142016-1954,1,41116,6095000,39.17,-86.53,9,87,225.90,0.06,279,23.40,319.71,NW
207,1142016-11020,1,41116,6101700,39.17,-86.53,9,87,226.00,0.12,252,22.33,323.90,NW
208,1142016-11046,1,41116,6104200,39.17,-86.53,9,87,226.10,0.15,278,21.05,330.00,NNW
209,1142016-11112,1,41116,6110800,39.17,-86.53,9,87,226.20,0.10,219,21.40,332.54,NNW
210,1142016-11139,1,41116,6113400,39.16,-86.53,8,99,226.20,0.06,71,26.17,328.13,NNW
211,1142016-1125,1,41116,6120000,39.16,-86.53,9,87,226.10,0.23,140,28.88,325.28,NW
212,1142016-11231,1,41116,6122600,39.16,-86.53,9,87,225.90,0.11,7,29.73,324.87,NW
213,1142016-11257,1,41116,6125300,39.16,-86.53,9,87,226.00,0.10,313,29.67,326.33,NNW
214,1142016-11323,1,41116,6131900,39.16,-86.53,9,87,225.80,0.16,310,26.68,327.14,NNW
215,1142016-11349,1,41116,6134500,39.17,-86.53,9,87,225.80,0.13,12,24.64,324.03,NW
216,1142016-11415,1,41116,6141100,39.17,-86.53,9,87,225.80,0.12,200,24.64,324.03,NW
217,1142016-11441,1,41116,6143700,39.17,-86.53,9,87,225.80,0.06,227,25.19,323.07,NW
218,1142016-1157,1,41116,6150300,39.17,-86.53,9,87,225.70,0.02,95,24.42,325.54,NW
219,1142016-11533,1,41116,6152900,39.17,-86.53,9,87,225.70,0.10,298,24.05,326.83,NNW
220,1142016-11559,1,41116,6155500,39.17,-86.53,9,87,225.70,0.10,139,23.73,326.33,NNW
221,1142016-11625,1,41116,6162100,39.17,-86.53,9,88,225.70,0.06,20,22.27,317.19,NW
222,1142016-11652,1,41116,6164700,39.17,-86.53,9,87,225.50,0.08,127,22.83,318.48,NW
223,1142016-11718,1,41116,6171300,39.17,-86.53,9,87,225.50,0.12,149,25.59,321.89,NW
224,1142016-11744,1,41116,6173900,39.17,-86.53,9,87,224.80,0.02,253,23.98,318.81,NW
225,1142016-11810,1,41116,6180500,39.17,-86.53,9,87,224.90,0.11,150,24.95,324.54,NW
226,1142016-11836,1,41116,6183100,39.17,-86.53,9,87,224.90,0.06,301,24.89,326.28,NNW
227,1142016-1192,1,41116,6185700,39.17,-86.53,9,87,224.90,0.03,196,25.10,324.79,NW
228,1142016-11928,1,41116,6192400,39.17,-86.53,9,88,224.90,0.05,10,24.03,322.96,NW
229,1142016-11954,1,41116,6195000,39.17,-86.53,9,87,224.80,0.03,235,24.88,322.54,NW
230,1142016-12020,1,41116,6201600,39.17,-86.53,9,88,224.80,0.05,93,24.88,322.54,NW
231,1142016-12046,1,41116,6204200,39.17,-86.53,8,103,224.90,0.01,35,24.64,324.03,NW
232,1142016-12113,1,41116,6210800,39.17,-86.53,9,87,224.30,0.06,182,24.88,322.54,NW
233,1142016-12139,1,41116,6213400,39.17,-86.53,9,89,224.30,0.13,13,22.83,318.48,NW
234,1142016-1225,1,41116,6220000,39.17,-86.53,8,103,224.60,0.05,275,18.61,305.58,NW
235,1142016-12231,1,41116,6222600,39.17,-86.53,8,103,224.60,0.19,192,21.10,319.11,NW
236,1142016-12257,1,41116,6225200,39.17,-86.53,7,110,224.60,0.21,184,22.69,320.36,NW
237,1142016-12323,1,41116,6231800,39.17,-86.53,8,103,224.50,0.15,177,25.10,324.79,NW
238,1142016-12349,1,41116,6234400,39.16,-86.53,8,103,224.50,0.02,266,26.68,327.14,NNW
239,1142016-12415,1,41116,6241000,39.16,-86.53,8,103,224.50,0.15,300,25.82,329.37,NNW
240,1142016-12441,1,41116,6243700,39.16,-86.53,8,103,224.50,0.12,142,27.97,328.83,NNW
241,1142016-1257,1,41116,6250300,39.16,-86.53,8,103,224.40,0.15,311,25.50,330.64,NNW
242,1142016-12533,1,41116,6252900,39.17,-86.53,8,102,224.40,0.16,334,22.08,333.45,NNW
243,1142016-1260,1,41116,6255500,39.17,-86.53,8,102,224.40,0.14,344,21.07,327.93,NNW
244,1142016-12626,1,41116,6262100,39.17,-86.53,8,102,224.40,0.08,51,20.43,326.80,NNW
245,1142016-12652,1,41116,6264700,39.17,-86.53,9,88,224.10,0.30,322,17.52,320.33,NW
246,1142016-12718,1,41116,6271300,39.17,-86.53,7,108,223.70,0.05,242,15.97,315.53,NW
247,1142016-12744,1,41116,6273900,39.17,-86.53,7,109,223.70,0.20,195,18.09,319.11,NW
248,1142016-12810,1,41116,6280500,39.17,-86.53,8,97,225.00,0.07,20,26.04,322.67,NW
249,1142016-12836,1,41116,6283100,39.17,-86.53,8,97,225.10,0.04,353,22.73,322.56,NW
250,1142016-1292,1,41116,6285700,39.17,-86.53,8,97,225.10,0.07,253,21.98,321.05,NW
251,1142016-12928,1,41116,6292300,39.17,-86.53,8,97,225.10,0.16,352,21.26,317.10,NW
252,1142016-12954,1,41116,6294900,39.17,-86.53,8,97,225.10,0.17,160,19.81,318.39,NW
253,1142016-13020,1,41116,6301500,39.17,-86.53,6,111,226.40,0.46,107,20.26,332.96,NNW
254,1142016-13047,1,41116,6304200,39.17,-86.53,8,97,232.20,0.20,93,15.07,319.11,NW
255,1142016-13113,1,41116,6310800,39.17,-86.53,8,97,234.30,0.35,297,14.73,336.29,NNW
256,1142016-13139,1,41116,6313400,39.17,-86.53,8,97,235.50,0.29,39,17.46,333.12,NNW
257,1142016-1325,1,41116,6320000,39.17,-86.53,7,120,236.70,0.17,175,18.84,315.70,NW
258,1142016-13231,1,41116,6322600,39.17,-86.53,8,96,238.00,0.29,91,22.52,313.08,NW
259,1142016-13257,1,41116,6325200,39.17,-86.53,8,96,238.10,0.07,223,23.39,313.00,NW
260,1142016-13323,1,41116,6331800,39.17,-86.53,8,97,237.90,0.10,304,23.27,317.27,NW
261,1142016-13349,1,41116,6334400,39.17,-86.53,8,96,236.20,0.20,66,21.66,298.26,WNW
262,1142016-13415,1,41116,6341000,39.17,-86.53,7,102,236.10,0.16,208,22.22,300.85,WNW
263,1142016-13441,1,41116,6343600,39.17,-86.53,7,102,236.00,0.05,289,20.68,307.31,NW
264,1142016-1357,1,41116,6350200,39.17,-86.53,8,96,236.00,0.03,205,20.27,311.70,NW
265,1142016-13534,1,41116,6352800,39.17,-86.53,8,96,236.10,0.17,194,20.40,312.10,NW
266,1142016-1360,1,41116,6355400,39.17,-86.53,8,96,236.10,0.13,228,20.68,320.48,NW
267,1142016-13626,1,41116,6362000,39.17,-86.53,8,96,233.80,0.05,219,21.79,325.00,NW
